id,brand_id,name,slug,description,price,currency,category,status,deleted
c62fdc19-19c0-5e69-97cf-5d05427caf2e,d973bf04-537f-526b-a51a-423ad7f50c78,HP OMEN 45L,hp-omen-45l,"The HP OMEN 45L is a high-performance gaming desktop built for enthusiasts who demand speed, power, and reliability. Equipped with cutting-edge processors, top-tier graphics, and an advanced cooling system, it delivers outstanding performance for gaming, streaming, and content creation. Its stylish, customizable RGB lighting completes the premium gaming experience.",1099,RON,DESKTOPS,ACTIVE,false
cbf9cfb9-68b3-5d4e-a8bc-1a4e864bfe49,a3a7d254-3a4c-5ec1-93ed-7eedc0e6622e,Lenovo ThinkCentre M90q,lenovo-thinkcentre-m90q,"The Lenovo ThinkCentre M90q is a compact, business-focused desktop designed for productivity and security. Powered by modern Intel processors and enterprise-grade features, it ensures smooth multitasking and efficiency. Its small form factor saves space without compromising performance, making it ideal for offices, professionals, and work-from-home setups.",1099,RON,DESKTOPS,ACTIVE,false
5bbd7ab3-de5b-54bd-bf98-95b38c2fb35e,7ee450df-44fd-51d4-9b0e-41746ccc4902,NVIDIA GeForce RTX 4070,nvidia-geforce-rtx-4070,"The NVIDIA GeForce RTX 4070 is a high-performance graphics card built for gamers and creators. Featuring the latest Ada Lovelace architecture, advanced ray tracing, and DLSS 3 technology, it delivers incredible visuals and smooth frame rates. Ideal for 4K gaming, 3D rendering, and video editing, it redefines performance and efficiency.",349,RON,PC_COMPONENTS,ACTIVE,false
2f6d3564-aacf-57e5-a59b-2a7b4d941ce0,103283c0-7b41-5b1d-a7f5-f953ecacc296,AMD Ryzen 5 7600X,amd-ryzen-5-7600x,"The AMD Ryzen 5 7600X is a powerful processor designed for speed and efficiency. Built on the advanced Zen 4 architecture, it offers exceptional multi-core performance, high clock speeds, and energy optimization. Perfect for gaming, content creation, and productivity, it delivers seamless multitasking and excellent compatibility with the latest technologies.",349,RON,PC_COMPONENTS,ACTIVE,false
fa6844cd-70b7-5d3c-b8b7-b986bf6d5152,94b01159-d8e3-54b8-9e21-ab757344da2a,Corsair Vengeance DDR5 32GB,corsair-vengeance-ddr5-32gb,"The AMD Ryzen 5 7600X is a powerful processor designed for speed and efficiency. Built on the advanced Zen 4 architecture, it offers exceptional multi-core performance, high clock speeds, and energy optimization. Perfect for gaming, content creation, and productivity, it delivers seamless multitasking and excellent compatibility with the latest technologies.",349,RON,PC_COMPONENTS,ACTIVE,false
5d67b0c8-4e48-54fe-8588-044f272387a4,1f1e80e5-c13d-50e6-9281-6c729b24e2e1,LG UltraGear 27GP850,lg-ultragear-27gp850,"The LG UltraGear 27GP850 is a gaming monitor built for speed and precision. With a 165Hz refresh rate, 1ms response time, and QHD Nano IPS display, it delivers stunning visuals and ultra-smooth gameplay. HDR10 support and adaptive sync ensure immersive experiences, making it perfect for competitive gaming and multimedia tasks.",499,RON,MONITORS,ACTIVE,false
472f8f06-f788-5386-8e11-258b4500001e,f4ed0116-6e72-5588-aee3-a78b802836a6,Dell UltraSharp U2720Q,dell-ultrasharp-u2720q,"The Dell UltraSharp U2720Q is a premium 27-inch 4K monitor designed for professionals who demand color accuracy and clarity. With 99% sRGB and wide-gamut support, it delivers stunning visuals for creative work. USB-C connectivity, ergonomic design, and factory calibration make it ideal for design, editing, and productivity.",499,RON,MONITORS,ACTIVE,false
0294b5c3-de54-5f69-8337-a09017b01e1f,63efe18b-c626-53d8-89be-f2a62bbff3ac,"Samsung Odyssey G7 (32)",samsung-odyssey-g7-32,"The Samsung Odyssey G7 (32) is a curved gaming monitor engineered for ultimate immersion. Featuring a 240Hz refresh rate, QHD resolution, and Quantum Dot technology, it provides exceptional image quality and smooth motion. With HDR600 support, adaptive sync, and futuristic design, it’s perfect for gamers seeking a competitive edge.",499,RON,MONITORS,ACTIVE,false
ffb34f99-d6d2-5c9e-818e-99e554664921,d973bf04-537f-526b-a51a-423ad7f50c78,HP OfficeJet Pro 9025e,hp-officejet-pro-9025e,"The HP OfficeJet Pro 9025e is a versatile all-in-one printer designed for home offices and small businesses. Offering fast printing speeds, automatic duplex printing, and wireless connectivity, it enhances productivity and convenience. With HP+ Smart Printing features, seamless app integration, and energy efficiency, it delivers exceptional quality for documents and photos.",249,RON,PRINTERS_SCANNERS,ACTIVE,false
c40a5d61-c859-5709-a943-47103caacfb0,ec708f9a-3539-5fd7-8830-8da4c762aedc,Brother HL-L2350DW,brother-hl-l2350dw,"The Brother HL-L2350DW is a compact monochrome laser printer built for speed and efficiency. Featuring wireless printing, automatic duplex capability, and a robust paper capacity, it is ideal for small offices and home use. Its high-quality output, low noise levels, and cost-effective toner performance make it a reliable, budget-friendly choice.",249,RON,PRINTERS_SCANNERS,ACTIVE,false
308d368b-40eb-5cd5-8dcf-05ae1bf6d695,cc5c873b-500f-5284-a63d-a0d7875ef4ad,Canon imageFORMULA R10,canon-imageformula-r10,"The Canon imageFORMULA R10 is a portable document scanner designed for professionals on the go. It delivers fast, high-quality scanning for documents, receipts, and business cards. With USB-powered convenience, intuitive software, and compatibility with multiple formats, it is perfect for individuals and businesses needing efficient, mobile document management.",249,RON,PRINTERS_SCANNERS,ACTIVE,false
fdf21628-05ea-571c-ac27-20915e5a86b3,63efe18b-c626-53d8-89be-f2a62bbff3ac,Samsung 990 PRO NVMe SSD,samsung-990-pro-nvme-ssd,"The Samsung 990 PRO NVMe SSD delivers blazing-fast read and write speeds, ideal for gaming, content creation, and heavy multitasking. Featuring PCIe 4.0 technology, advanced heat control, and outstanding reliability, it ensures optimal performance even under intense workloads. Perfect for upgrading laptops and desktops to next-level storage performance.",179,RON,STORAGE,ACTIVE,false
6056c4d4-f7d4-59d6-8c38-17dfd676a646,683d03af-9f33-54a5-b09f-f0a22a521c69,WD Black SN850X NVMe SSD,wd-black-sn850x-nvme-ssd,"The WD Black SN850X NVMe SSD is engineered for gamers and professionals seeking ultimate speed. With PCIe 4.0 support, lightning-fast sequential reads, and optimized game mode, it significantly reduces load times and boosts responsiveness. Its premium build quality and thermal management make it a reliable solution for high-performance storage needs.",179,RON,STORAGE,ACTIVE,false
79e37f35-61c1-5bbc-aab7-030eebb11545,9373dbf1-7b12-5968-9de4-f4b3ba4753cc,Seagate BarraCuda 2TB HDD,seagate-barracuda-2tb-hdd,"The Seagate BarraCuda 2TB HDD offers massive storage capacity with dependable performance. Built for desktops, workstations, and home servers, it supports fast data access and smooth multitasking. With proven reliability, energy efficiency, and high-speed transfer rates, it is a cost-effective solution for expanding storage without compromising quality or durability.",179,RON,STORAGE,ACTIVE,false
e67d12f9-37b6-570f-9890-6a924e7a008d,19f6336c-0a09-5daf-a89d-3d211e6ba715,TP-Link Archer AX55,tp-link-archer-ax55,"The TP-Link Archer AX55 is a high-speed Wi-Fi 6 router designed to deliver exceptional coverage and stability. Supporting faster speeds, low latency, and multiple device connectivity, it is ideal for streaming, gaming, and smart homes. With enhanced security features and easy setup, it ensures a seamless and reliable internet experience.",149,RON,NETWORKING,ACTIVE,false
a103d36a-09ef-5073-a793-2d57baf0099e,12ebaa00-053e-52e6-8910-4557e07915e7,NETGEAR Nighthawk AX5400 (RAX50),netgear-nighthawk-ax5400-rax50,"The NETGEAR Nighthawk AX5400 (RAX50) is a powerful dual-band Wi-Fi 6 router engineered for speed and performance. It offers ultra-fast data transfer, expanded coverage, and advanced security controls. Perfect for gaming, 4K streaming, and busy households, its modern design and intuitive management tools deliver exceptional wireless connectivity for all devices.",149,RON,NETWORKING,ACTIVE,false
58a158a4-ea2d-522d-954a-29376c5a4355,ff94aa6b-0f88-5001-8287-6dad1ff635f6,Ubiquiti UniFi 6 Lite,ubiquiti-unifi-6-lite,"The Ubiquiti UniFi 6 Lite is a compact, enterprise-grade Wi-Fi 6 access point designed for seamless connectivity. Delivering high-speed dual-band performance and low latency, it is perfect for homes and businesses. Its elegant design, PoE support, and integration with UniFi Network Controller make it a top choice for scalable networking solutions.",149,RON,NETWORKING,ACTIVE,false
45ca711d-8088-509f-83b8-5fa58e802521,b7a56d01-045e-5838-9467-9a9fe7aa212e,Logitech MX Master 3S,logitech-mx-master-3s,"The Logitech MX Master 3S is an advanced wireless mouse designed for productivity and precision. Featuring MagSpeed electromagnetic scrolling, ergonomic comfort, and cross-device compatibility, it delivers seamless workflow control. With customizable buttons, high-resolution tracking, and quiet clicks, it’s ideal for professionals, creators, and multitaskers seeking ultimate performance.",89,RON,PERIPHERALS_ACCESSORIES,ACTIVE,false
0411cd39-4e30-5ea1-80ac-be5750add3c4,90fdf757-45f9-5acf-b28b-a8a4e7ae820d,Keychron K2 (Hot-Swap),keychron-k2-hot-swap,"The Keychron K2 (Hot-Swap) is a compact mechanical keyboard designed for versatility and customization. Featuring hot-swappable switches, RGB lighting, and multi-device connectivity, it’s perfect for both work and gaming. With a sturdy aluminum frame, ergonomic layout, and macOS/Windows compatibility, it offers premium typing comfort and aesthetic appeal.",89,RON,PERIPHERALS_ACCESSORIES,ACTIVE,false
cfa34bc5-5ebe-5f4f-9fbd-932018ad1318,5477473e-45bd-5a6a-98cb-0e0d7a01bda4,Anker 7-in-1 USB-C Hub,anker-7-in-1-usb-c-hub,"The Anker 7-in-1 USB-C Hub transforms a single USB-C port into a versatile workstation. Featuring HDMI, USB-A, USB-C, and SD card slots, it supports 4K displays and high-speed data transfer. Compact and durable, it’s ideal for professionals, travelers, and students looking to expand their device connectivity effortlessly.",89,RON,PERIPHERALS_ACCESSORIES,ACTIVE,false
70669784-5ca2-5ffe-b154-e211c5548467,73e86298-ae72-5f84-9f3b-7ffdf5bb85c1,Sony WH-1000XM5,sony-wh-1000xm5,"The Sony WH-1000XM5 delivers industry-leading noise cancellation, exceptional sound quality, and long-lasting comfort. Equipped with premium drivers, adaptive sound control, and up to 30 hours of battery life, it’s perfect for music lovers, travelers, and professionals. Multipoint Bluetooth connectivity and intuitive touch controls ensure a seamless, premium audio experience.",299,RON,AUDIO_HEADPHONES,ACTIVE,false
e203fd5d-b77a-57b8-9853-ab1dc09ead6d,217f06df-35cd-513d-8362-81959b1f4809,Apple AirPods Pro (2nd gen),apple-airpods-pro-2nd-gen,"The Apple AirPods Pro (2nd gen) bring immersive sound with improved active noise cancellation and Adaptive Transparency. Featuring the new H2 chip, spatial audio, and customizable ear tips, they deliver a perfect fit and superior sound. With effortless Apple ecosystem integration, they are ideal for calls, music, and entertainment.",299,RON,AUDIO_HEADPHONES,ACTIVE,false
5b22b779-a9c5-5f94-9746-c43b430280a5,7f4af2f4-d5b3-5cdf-a96c-fec77a2eb9e0,Bose QuietComfort Ultra,bose-quietcomfort-ultra,"The Bose QuietComfort Ultra headphones redefine premium listening with world-class noise cancellation, spatial audio, and deep, rich sound. Designed for all-day comfort, they feature intuitive touch controls and long-lasting battery life. Perfect for travelers, professionals, and audiophiles seeking the ultimate wireless listening experience without compromising quality or convenience.",299,RON,AUDIO_HEADPHONES,ACTIVE,false
06d36955-2c3a-5f41-a3e6-45a0d7bb85f6,bc86c3a5-a5e5-57e1-8e43-3e68debe17a4,Sonos One (Gen 2),sonos-one-gen-2,"The Sonos One (Gen 2) is a smart speaker combining rich, room-filling sound with voice control integration. Featuring support for Amazon Alexa and Google Assistant, it delivers seamless music streaming from top platforms. Its compact, elegant design and multi-room pairing make it ideal for modern smart home setups.",199,RON,AUDIO_SPEAKERS,ACTIVE,false
95d939af-3fae-500a-9087-81e60b6a7bf2,d6ff90da-595c-5ee8-b982-4baab34de998,JBL Charge 5,jbl-charge-5,"The JBL Charge 5 is a portable Bluetooth speaker offering powerful sound, deep bass, and 20 hours of battery life. With its IP67 waterproof and dustproof rating, it’s perfect for outdoor adventures, beach trips, and poolside parties. The built-in power bank ensures your devices stay charged on the go.",199,RON,AUDIO_SPEAKERS,ACTIVE,false
6a49b6eb-ec86-5d5f-8283-cd8c54b89810,7f4af2f4-d5b3-5cdf-a96c-fec77a2eb9e0,Bose SoundLink Flex,bose-soundlink-flex,"The Bose SoundLink Flex is a rugged, portable Bluetooth speaker designed for premium sound anywhere. Featuring PositionIQ technology for optimized audio, it delivers deep bass and clear highs in every orientation. With IP67 waterproofing, 12-hour battery life, and voice assistant support, it’s perfect for music lovers on the move.",199,RON,AUDIO_SPEAKERS,ACTIVE,false
2a223e87-f3c2-5fef-a669-65c67cca16d6,cc5c873b-500f-5284-a63d-a0d7875ef4ad,Canon EOS R6 Mark II,canon-eos-r6-mark-ii,"The Canon EOS R6 Mark II is a professional-grade mirrorless camera designed for creators and photographers seeking speed, precision, and versatility. Featuring a 24.2MP full-frame sensor, advanced Dual Pixel CMOS AF II, and up to 40fps burst shooting, it delivers stunning image quality and 4K 60p video recording. Perfect for professionals and enthusiasts alike.",1999,RON,CAMERAS,ACTIVE,false
d81094b2-a54e-5940-825c-9684d8e2c184,73e86298-ae72-5f84-9f3b-7ffdf5bb85c1,Sony α7 IV,sony-7-iv,"The Sony α7 IV redefines hybrid photography with its 33MP full-frame sensor, advanced BIONZ XR processor, and 4K 60fps video capability. Offering exceptional autofocus performance, dynamic range, and color accuracy, it is ideal for both photographers and videographers. With intuitive controls and seamless connectivity, it’s a premium tool for creative professionals.",1999,RON,CAMERAS,ACTIVE,false
5e72357c-e6fa-558e-9682-1dad4cf398d1,45e82faf-ef4f-5356-a6b8-07132345b9e3,Nikon Z6 II,nikon-z6-ii,"The Nikon Z6 II is a versatile mirrorless camera built for speed, low-light performance, and 4K UHD video. Featuring a 24.5MP full-frame sensor, dual EXPEED 6 processors, and eye-detection AF, it ensures sharp images and smooth tracking. Its durable design and powerful performance make it perfect for professionals and enthusiasts.",1999,RON,CAMERAS,ACTIVE,false
194d99c4-baf1-5e72-8452-f978fa9bb8aa,73e86298-ae72-5f84-9f3b-7ffdf5bb85c1,Sony PlayStation 5,sony-playstation-5,"The Sony PlayStation 5 offers next-generation gaming performance with its ultra-fast SSD, ray tracing capabilities, and stunning 4K HDR visuals. Equipped with the powerful AMD Ryzen Zen 2 CPU and RDNA 2 GPU, it delivers immersive worlds, fast loading times, and a massive library of exclusive titles. Perfect for hardcore gamers.",499,RON,GAMING_CONSOLES,ACTIVE,false
b6d29b97-d45b-5611-b721-625ac8b9e581,3fc34c3b-548b-5803-ad82-031726380d28,Microsoft Xbox Series X,microsoft-xbox-series-x,"The Microsoft Xbox Series X is designed for high-performance gaming, featuring 12 teraflops of GPU power, lightning-fast SSD storage, and 4K gaming at up to 120fps. With Dolby Vision, Dolby Atmos, and seamless backward compatibility, it offers an incredible gaming experience and access to Xbox Game Pass for unlimited titles.",499,RON,GAMING_CONSOLES,ACTIVE,false
901b200b-3f5c-5f2d-9271-05f9a343ec65,d467d80c-2049-57df-a24d-693a779a5379,Nintendo Switch OLED,nintendo-switch-oled,"The Nintendo Switch OLED combines handheld flexibility with immersive gaming on a vibrant 7-inch OLED display. Offering enhanced colors, improved audio, and versatile play modes, it’s perfect for both casual and competitive gamers. With a huge library of exclusive titles and online features, it delivers gaming freedom anywhere you go.",499,RON,GAMING_CONSOLES,ACTIVE,false
41bb14bd-d1e4-55fe-bb9c-64be7ee29b09,73e86298-ae72-5f84-9f3b-7ffdf5bb85c1,Sony DualSense Wireless Controller,sony-dualsense-wireless-controller,"The Sony DualSense Wireless Controller transforms gaming immersion with adaptive triggers, haptic feedback, and a refined ergonomic design. Built for the PlayStation 5, it enhances realism by simulating in-game sensations. Its responsive controls, integrated microphone, and seamless connectivity make it perfect for competitive and casual gaming alike.",129,RON,GAMING_ACCESSORIES,ACTIVE,false
dfd997ed-1fa9-54e8-a030-42ebec4f27a1,b7a56d01-045e-5838-9467-9a9fe7aa212e,Logitech G502 X,logitech-g502-x,"The Logitech G502 X is a high-performance gaming mouse engineered for precision, speed, and comfort. Featuring customizable DPI settings, LIGHTFORCE hybrid switches, and an adjustable weight system, it caters to every gaming style. With HERO 25K sensor accuracy and low-latency connectivity, it’s perfect for competitive players seeking an edge.",129,RON,GAMING_ACCESSORIES,ACTIVE,false
ba9ca292-b9f3-5f9e-b275-307045b5004c,6678b4d5-59df-5ca1-b712-54487535abe6,Razer BlackWidow V4,razer-blackwidow-v4,"The Razer BlackWidow V4 is a premium mechanical gaming keyboard designed for speed and durability. Equipped with Razer’s Green mechanical switches, customizable RGB lighting, and dedicated macro keys, it ensures optimal performance during intense gameplay. Its sturdy build, ergonomic wrist rest, and seamless software integration make it a gamer’s favorite.",129,RON,GAMING_ACCESSORIES,ACTIVE,false
39750d56-5d40-5c87-bf8d-087de175d6cb,1f1e80e5-c13d-50e6-9281-6c729b24e2e1,LG C3 OLED,lg-c3-oled,"The LG C3 OLED is a premium 4K TV that delivers breathtaking picture quality with self-lit pixels, infinite contrast, and vibrant colors. Powered by the advanced α9 Gen6 AI processor, it offers Dolby Vision, Dolby Atmos, and smooth 120Hz refresh rates, making it perfect for movies, gaming, and immersive home entertainment.",1399,RON,TV_HOME_THEATER,ACTIVE,false
0784ac1e-dbce-5941-975d-2807019dfefa,63efe18b-c626-53d8-89be-f2a62bbff3ac,Samsung QN90C Neo QLED,samsung-qn90c-neo-qled,"The Samsung QN90C Neo QLED combines Quantum Matrix Technology with Mini LED backlighting to deliver stunning brightness, deep blacks, and incredible HDR performance. Powered by the Neural Quantum Processor 4K, it supports Dolby Atmos, ultra-low input lag, and advanced gaming features, making it a powerhouse for both cinema and gaming enthusiasts.",1399,RON,TV_HOME_THEATER,ACTIVE,false
d201e2ac-e26b-51a3-9ff7-98cf62a982ac,73e86298-ae72-5f84-9f3b-7ffdf5bb85c1,Sony HT-A7000 Soundbar,sony-ht-a7000-soundbar,"The Sony HT-A7000 is a premium Dolby Atmos soundbar that creates a cinematic audio experience at home. Featuring 7.1.2 channel surround sound, powerful bass, and support for 360 Spatial Sound Mapping, it delivers immersive soundscapes. Ideal for movies, music, and gaming, it seamlessly integrates with Sony TVs for an elevated entertainment setup.",1399,RON,TV_HOME_THEATER,ACTIVE,false
614fb1bb-8199-5344-abf2-0d5987fa9e16,3d9b1538-2128-5c1a-abd7-9844796ad6bc,Google Nest Hub (2nd gen),google-nest-hub-2nd-gen,"The Google Nest Hub (2nd gen) is a smart display designed to control your smart home effortlessly. Featuring a 7-inch touchscreen, built-in Google Assistant, and seamless integration with compatible devices, it manages lights, cameras, and entertainment with voice or touch commands. Perfect for homes seeking convenience and connectivity.",99,RON,SMART_HOME,ACTIVE,false
2ac80c01-0482-5a4e-8a86-45e656ff96de,4c801a0c-d7c6-548e-865f-384951b68966,Amazon Echo Dot (5th gen),amazon-echo-dot-5th-gen,"The Amazon Echo Dot (5th gen) is a compact smart speaker with Alexa built-in, delivering improved sound quality, deeper bass, and smarter voice responses. Use it to control smart home devices, stream music, set reminders, or get real-time information hands-free. Its sleek design fits perfectly into any modern home.",99,RON,SMART_HOME,ACTIVE,false
153e9712-2e75-57e8-b3e7-46f587d8765a,44b82eb0-59a7-5793-8d9a-b1c6208018d8,Philips Hue Starter Kit (E27),philips-hue-starter-kit-e27,"The Philips Hue Starter Kit (E27) includes smart LED bulbs and a Hue Bridge, enabling personalized lighting control. With adjustable brightness, millions of color options, and app or voice control via Alexa, Google, or Siri, it transforms your home ambiance effortlessly. Ideal for modern, connected smart home environments.",99,RON,SMART_HOME,ACTIVE,false
443e7fd2-e595-5b94-832b-ee3778147428,217f06df-35cd-513d-8362-81959b1f4809,Apple Watch Series 9,apple-watch-series-9,"The Apple Watch Series 9 is a powerful smartwatch with advanced health, fitness, and productivity features. Equipped with the S9 chip, an always-on Retina display, and improved Siri integration, it offers seamless tracking, heart monitoring, and customizable watch faces. Perfect for staying connected and achieving your wellness goals.",399,RON,WEARABLES,ACTIVE,false
0f91bdc3-3710-5a80-8617-87d601c110af,63efe18b-c626-53d8-89be-f2a62bbff3ac,Samsung Galaxy Watch6,samsung-galaxy-watch6,"The Samsung Galaxy Watch6 combines elegant design with powerful health-tracking and productivity features. It offers advanced sleep tracking, ECG monitoring, workout insights, and seamless smartphone integration. With a vibrant AMOLED display and customizable faces, it’s perfect for fitness enthusiasts and professionals who want style and functionality in one device.",399,RON,WEARABLES,ACTIVE,false
6e935a01-a1b4-5c5c-a8d5-31e5b64663e5,e97b120b-deec-5072-af7a-9be522e57912,Garmin Forerunner 265,garmin-forerunner-265,"The Garmin Forerunner 265 is a premium GPS running smartwatch designed for athletes and fitness enthusiasts. Featuring advanced training metrics, heart-rate tracking, SpO2 monitoring, and multi-sport support, it helps optimize performance. With its AMOLED display, long-lasting battery, and built-in music storage, it’s the ultimate companion for active lifestyles.",399,RON,WEARABLES,ACTIVE,false
27b02fac-b7a7-5c5d-b2ee-e5226a21eccf,87c3b308-3f3d-53b3-a218-278e1aa6bdb0,DJI Mini 4 Pro,dji-mini-4-pro,"The DJI Mini 4 Pro is an ultra-lightweight drone designed for professionals and enthusiasts alike. Featuring a powerful 48MP camera with 4K HDR video, obstacle avoidance sensors, and advanced tracking, it delivers breathtaking aerial shots with ease. With extended flight time and intuitive controls, it’s perfect for travel, content creation, and creative photography.",899,RON,DRONES,ACTIVE,false
5755311b-9ba8-5aa9-9960-f37d4695cc11,87c3b308-3f3d-53b3-a218-278e1aa6bdb0,DJI Air 3,dji-air-3,"The Autel EVO Nano+ is a compact drone packed with professional-grade features. Weighing under 250g, it boasts a 50MP camera with RYYB sensor technology for vibrant low-light shots and smooth 4K HDR video. With three-way obstacle avoidance, extended range, and intelligent flight modes, it’s perfect for creators seeking power in a portable form.",2899,RON,DRONES,ACTIVE,false
ccb31268-cc79-5846-991d-b1abfdd68aa0,79a8ea84-4849-54bb-99c1-6cf0dcf6c43a,Autel EVO Nano+,autel-evo-nano,"The Instant Pot Duo 7-in-1 (5.7L) is a multifunctional kitchen essential that replaces multiple appliances in one. It works as a pressure cooker, slow cooker, rice cooker, steamer, sauté pan, yogurt maker, and warmer. With customizable presets, fast cooking times, and safety-focused design, it simplifies meal prep and delivers delicious results every time.",999,RON,DRONES,ACTIVE,false
acd59ea7-ec83-5055-be08-3932a5ceaf8b,076e2e67-0024-5bf1-a7a8-5d6e623483d3,Instant Pot Duo 7-in-1 (5.7L),instant-pot-duo-7-in-1-5-7l,"The Dyson V11 Absolute is a premium cordless vacuum engineered for powerful, intelligent cleaning. Featuring advanced suction technology, real-time performance monitoring, and up to 60 minutes of runtime, it handles every surface with ease. Its lightweight design, interchangeable tools, and hygienic dust bin make home cleaning effortless and efficient.",199,RON,SMALL_APPLIANCES,ACTIVE,false
7ca0fbc3-0b4e-5236-890f-c9d844cbdbe6,804d7af2-9358-5b55-891b-583d3d62b4eb,Dyson V11 Absolute,dyson-v11-absolute,"The Philips Airfryer XXL lets you enjoy crispy, golden results with little to no oil. Using Rapid Air technology, it evenly cooks food while reducing fat content by up to 90%. With a large capacity, digital controls, and dishwasher-safe parts, it’s perfect for healthy family meals without sacrificing flavor or texture.",199,RON,SMALL_APPLIANCES,ACTIVE,false
